"","date_data_unlist","auteur_data_unlist","titre_data_unlist","resume_data_unlist"
"142","Septembre 2008","Jean-Jacques Deluz","Fantasmes et réalités"," Architecture et Urbanisme - 23 x 27 - 450p..Cet ouvrage rassemble toutes les chroniques publiées par Jean-Jacques Deluz dans l’hebdomadaire « Les Débats » durant l’année 2007. A partir de son expérience d’architecte et d’urbaniste, et puisant dans sa large culture, l’auteur énumère tous les maux qui, aujourd’hui, rongent l’art de bâtir en Algérie. De la problématique de l’enseignement au métier d’architecte, de Le Corbusier et Pouillon aux façades d’Alger, de l’administration au logement urbain, de l’urbanisme enfin aux questions cruciales de l’aménagement du territoire, Jean-Jacques Deluz nous livre, avec justesse et simplicité, de précieuses clés pour comprendre un environnement, qui chaque jour, semble se déliter…"
"143","Juin 2008","Adlène Meddi ","La Prière du Maure"," Littérature - Roman - 11 x 20 - 176p..Alger, les années 2000  l’hiver. Un jeune homme disparaît. « Pour régler une dette », Djo, commissaire à la retraite — forte tête, solitaire — reprend du service, réactive ses réseaux et se lance à sa recherche. Mais très vite les pistes se brouillent, et l’enquête devient une inquiétante course contre la mort où tous les fantômes d’une époque que l’on croyait révolue ressurgissent. empruntant au polar certains de ses codes, Adlène Meddi alterne sécheresse de style, dialogues percutants et échappées poétiques, et met en scène des personnages pris au piège d’une ville glauque et fantasmagorique, sur fond de terrorisme, de complot politique, d’illusions perdues et d’amour impossible."
"144","Mai 2008","Nourredine Saadi","Il n’y a pas d’os dans la langue"," Littérature - Roman - 11 x 19 - 152p..« Dans une petite ville du Nord, un homme sans âge, les yeux délavés par les soleils et les pluies, éternellement installé dans un vieux fauteuil de rotin, regarde par la balustrade le Canal au loin. Il semble absent, perdu dans ses souvenirs comme dans un balcon d’éternité et parfois il murmure, on dirait qu’il se raconte à lui même des histoires, des morceaux de mémoire qui le rattachent là-bas, des visages, des fantômes qui lui reviennent et, lorsque lesouvenir s’embourbe ou s’évanouit, il invente des scènes, imagine le bleu lointain des cieux de son enfance, cherche à retrouver des rêves anciens, enfouis, et se demande pourquoi il est parti, toujours constamment parti, quittant les siens, sa maison, sa langue, son pays de naissance. Il sait que voilà longtemps que personne ne s’aperçoit plus, là-bas, de son absence.Il ne vit plus que dans ses histoires – deux vies, l’une dessous l’autre, l’une ici, l’autre là-bas, partagé entre deux pays, comme on habiterait deux terres, deux pays en un. Il déroule ainsi chaque jour ces récits difficiles à faire tenir ensemble dans sa tête et dont il tente de se défaire, de se libérer, comme on abandonne, on débarrasse, de vieux objets oubliés dans un grenier.De tout temps, cela a toujours été ainsi pour mille et mille raisons, des hommes de chez lui s’en vont au loin, quittent leur pays, pour se souvenir, pour oublier, ou pour l’inventer. Si l’on veut connaître ces hommes, il faut chercher là où leur vie est secrètement tournée, obscure. Il faut écouter, ou lire, leurs petites histoires … »"
"145","Avril 2008","Maissa Bey","Pierre Sang Papier ou Cendre "," Littérature - Roman - 11 x 20 - 162p..Pendant 132 ans, et après plus de 40 and d’opérations de pacification, MADAME LAFRANCE s’est installée sur « ses » terres, pour y dispenser ses lumières et y répandre la civilisation, au nom du droit et du devoir des « races supérieures ». Face à elle, L’ENFANT, sentinelle de la mémoire, va traverser le siècle, témoin à la fois innocent et lucide des exactions, des spoliations et des entreprises délibérées de déculturation. Avec ce nouveau roman, Maïssa Bey gagne en intensité, sous la lumière blanche et impitoyable de son écriture – et de son Algérie."
"146","Mars 2008","Daikha Dridi","Alger blessée et lumineuse"," Beau Livre - 15 x 23 - 216p..Alger blessée, Alger renaît. Tandis que la décennie noire s’éloigne, une nouvelle société émerge, tentant d’oublier la terreur, sans renoncer à la justice, réussissant à se réapproprier un passé douloureux et glorieux, tournée résolument vers un avenir qu’elle espère radieux. Alger la Blanche est confrontée à des problèmes d’urbanisme sans précédents. Alger la rebelle se réveille et lutte pour le respect des libertés fondamentales. Aujourd’hui, elle offre un nouveau visage où l’envie de vivre se crie, se chante et s’affirme, plus forte que tout. Architecte, militant des Droits de l’homme, entrepreneur, enseignant, artiste, musicien, femmes avocat, chauffeur de taxi, éditrice ou directrice d’école : toutes et tous dessinent un livre portrait époustouflant, bousculant les idées reçues sur une ville prête à retrouver enfin son pouvoir de fascination sur le monde."
"147","Février 2008","Jean-Luc Nancy","La Communauté affrontée"," Essai - 11 x 19 - 56p..« NOUS NE SOMMES PAS dans une ""guerre de civilisations"", nous sommes dans une déchirure interne de la civilisation unique qui civilise et barbarise le monde du même mouvement, car elle a déjà touché à l’extrémité de sa propre logique : elle a remis le monde entièrement à lui-même et à son secret sans dieu et sans valeur marchande.C’est avec cela qu’il faut travailler :avec la communauté affrontée à elle-même, avec nous affrontés à nous, l’avec affrontant l’avec. »"
"148","Janvier 2008","Kays Djilali","La Nuit sur la figure"," Beau Livre - 21 x 21 - 96p..A l’heure où la question de la migration, d’une actualité brûlante, est l’objet de manipulations et de visions réductrices, voici un livre qui propose des paroles et portraits de migrants.Youssef, Yahia, Zacaria et tant d’autres viennent du Cameroun, du Nigeria, d’Algérie... Ils ont tous tenté l’aventure : la traversée du Sahara, celle de la Méditerranée. Chacun dit avec ses mots, nus, bruts, d’une poésie parfois bouleversante, sa solitude, ses espoirs. Leur répondent les photos de Kays Djilali, qui mettent en scène avec pudeur des silhouettes, des visages. Puisse ce livre, en sortant les migrants de l’ombre, leur rendre toute leur dignité.Yasmina Khadra a rédigé une préface sans concession qui donne au livre son titre, cette « nuit sur la figure » inscrite dans le regard de tous ces anonymes à qui, enfin, la parole est rendue."
"149","Janvier 2008","Mustapha Benfodil","Archéologie du chaos amoureux"," Littérature - Roman - 13 x 23 - 252p..[Carnet de bord…]Jeudi 13 juillet, 00h01mn. Je crois que cette fois, je le tiens enfin, ce fils de p... de roman. Voilà bientôt deux heures que j’écris. J’ai dû coucher une vingtaine de feuillets d’affilée. Mais c’est encore dans les limbes. Je ne veux pas de quelque chose de léger. Ni d’un roman inutilement bavard et pompeux. Cela s’inscrira dans une sorte de “ Pop’ Littérature ”. J’écris nerveusement. Frénétiquement. Comme un possédé."
"150","Janvier 2008","Amara Lakhous ","Choc des civilisations pour un ascenseur Piazza Vittorio"," Littérature - Roman - 11 x 19 - 144p..Piazza Vittorio est l’unique quartier multiethnique du cœur historique de Rome. Dans un immeuble situé sur la place, un homme est retrouvé assassiné, Au même moment, l’un de ses voisins, Amedeo (de son vrai prénom Ahmed disparaît. Ces événements suspects délient les langues et chacun des habitants de l’immeuble va livrer son sentiment, « sa vérité » à propos des faits et du mystérieux disparu. Amedeo, si apprécié de tous dans un quartier où règnent incompréhension et querelles domestiques, a-t-il vraiment le profil de l’assassin ? En situant l’intrigue de son roman à Rome, Amara Lakhous nous livre une savoureuse satire - mi-polar, mi comédie à l’italienne - et entre avec audace dans la problématique de la cohabitation des cultures et de la peur de l’Autre."
"151","Décembre 2007","Rachid Koraïchi","Les Ancêtres reliés aux étoiles"," Beau Livre - 22 x 28 - 160p..« Les étendards de soie constituent pour moi l’élément premier. L’atmosphère créée par cette forêt d’étendards suggère la présence invisible de tous ces ancêtres comme dans le cercle initiatique. La profusion des signes, de symboles, d’écritures délivre dans l’espace une nuée de talismans prophylactiques, magiques et intemporels comme une forme de bénédiction et de protection pour tous ceux qui viendraient se perdre au milieu des textiles à la fois raffinés et lourds de sens […]. »"
"152","Décembre 2007","Ken Bugul","De l’autre côté du regard"," Littérature - Roman - 11 x 19 - 284p..Dialogue entre une fille et sa mère morte, à qui elle reproche de ne pas l’avoir aimée et de lui avoir préféré sa nièce, le roman de Ken Bugul décrit une relation, un monde où l’amour et la vérité semblent absents. Avec poésie, où phrases courtes et poèmes – comme rythmé par le souffle du désespoir – alternent dans une litanie de souvenirs, l’auteur tente de dire la douleur ineffable des choses perdues."
"153","Décembre 2007",NA,"Dialogues sur l’hippologie arabe"," Essai - 19 x 26 - 400p..Au retour d’un séjour de près de quinze ans en Algérie, où il a eu à affronter la résistance organisée par l’émir Abd el-Kader, le général Daumas (1803-1871) se lance dans la rédaction d’un ouvrage dans lequel il consigne l’ensemble de ses observations de terrain. Publié en 1851,  cet ouvrage, intitulé Les Chevaux du Sahara, est une somme inédite, la première du genre, qui rassemble tout ce que l’on peut dire des relations que les Arabes entretiennent avec le cheval : son élevage, son éducation, les soins à y apporter et les mille manières de l’utiliser – à la guerre, à la chasse ou à la parade -, vaste corpus dans lequel s’entremêlent approche empirique et scientifique, religion et superstition, équitation et hippologie.Alors même qu’il travaillait à son ouvrage, le général Daumas est dépêché  auprès d’Abd el-Kader, qui, ayant rendu les armes, est détenu à Toulon, avant d’être assigné à résidence à Pau, puis à Amboise. Entre les deux hommes, qui se respectent et s’estiment, ayant en commun, aussi, la passion des chevaux, s’institue un dialogue qui ira en s’enrichissant. Ce sont ainsi des remarques informelles, puis des lettres et même un long texte que Daumas va soigneusement incorporer à son livre, conférant à celui-ci une autorité et une couleur orientales. De multiples rééditions permettent d’intégrer ces apports successifs, avec une correspondance qui se prolongera alors que l’émir, libéré, est parti en résidence à Damas où il exerce un magistère spirituel et politique important.François Pouillon, directeur d’études à l’École des hautes études en sciences sociales, s’est attaché à dresser un inventaire exhaustif de cette littérature équestre et, mieux que cela, à restituer ici certains originaux – écrits en arabe, bien sûr : une bonne occasion de vérifier que les traductions publiées par Daumas n’étaient pas aussi mauvaises que certains l’ont craint.Réunis en un seul ouvrage, ces textes constituent non seulement la somme la plus importante de l’hippiatrique arabe disponible en langue française mais aussi, au moment où l’on célèbre le bicentenaire de sa naissance (1808 une manière d’honorer la mémoire d’Abd el-Kader, qui fut, outre un grand hippologue, surtout l’homme de dialogue des cultures."
"154","Décembre 2007","Collectif Méditerranée","Puissance maternelle en Méditerranée "," Essai - 11 x 21 - 176p..À partir de cette « seule spécificité indiscutable du féminin [qu’] est la maternité » (selon Yvonne Knibiehler ce livre s’interroge sur le genre féminin au regard de la puissance maternelle en Méditerranée. Un ensemble d’essais indispensables pour comprendre ce qui se joue, d’hier à demain, à propos de la maternité et de la place des femmes en Méditerranée.. .Sous la direction de Geneviève Dermenjian, Jacques Guilhaumou et Martine Lapied. Avec des textes, de Sylviane Agacinski, Michèle Bitton, Myriam Boubli, Yvonne Knibiehler, Camille Lacoste-Dujardin, Denise Brahimi, Vinciane Pirenne-Delforge, Marta Segarra,  et Martine Vasselin."
"155","Décembre 2007","Collectif Méditerranée","L’Image de la femme au Maghreb"," Essai - 11 x 21 - 120p.. .Loin des approximations et des lieux communs, cet ouvrage collectif décrypte comment les femmes vivent au Maghreb et quels sont les récits et les légendes qui fabriquent nos représentations. La question religieuse a eu tendance à saturer le regard, notamment européen, d’émotions qui font écran et empêchent de voir la complexité des sociétés maghrébines où lesfemmes jouent un rôle éminent. Une multiplicité de modèles coexiste désormais en Algérie, en Tunisie et au Maroc, où l’image de la femme moderne ne se confond plus avec celle de la femme occidentale..Sous la direction de Khadidja Mohsenfinan.Avec des textes de Zakya Daoud, Hédi Khélil, Ghania Mouffok et Pierre Vermeren."
"156","Décembre 2007","Collectif Derrida","Derrida à Alger "," Essai - 11 x 21 - 192p..Né à El-Biar en 1930,  Jacques Derrida a vécu en Algérie jusqu’à l’âge de dix-neuf ans. il est issu d’une famille originaire de la péninsule ibérique qui habitait l’Algérie depuis près de cinq cents ans.L’empreinte de ce pays, dans la vie comme dans l’œuvre de Derrida méritait d’être mieux connue et explorée. Tel est notamment le propos de ce livre, qui prolonge le colloque international « Sur les traces de Jacques Derrida « qui s’est tenu à la bibliothèque nationale d’Algérie en novembre 2006"
"157","Décembre 2007","Ken Saro-Wiwa","Sozaboy"," Littérature - Roman - 11 x 19 - 284p..A travers le regard d’un adolescent africain qui s’engage dans l’armée sans bien savoir pourquoi, Ken Saro-Wiwa nous plonge dans le chaos d’un conflit absurde, celui de la guerre civile nigériane (1967-1970). Écrit dans une langue extraordinaire – en anglais « pourri » –, Sozaboy est un chef-d’œuvre de la littérature africaine, d’une violence et d’une audace inouïes, salué dans le monde entier comme un plaidoyer implacable contre la guerre."
"158","Novembre 2007","Zohra Aissaoui ","Carreaux de faïence à l’époque Ottomane en Algérie"," Beau Livre - 23 x 16 - 160p..Ce livre, comme celui qui le précédait (« Carreaux de faïence à l’époque ottomane » barzakh, 2003 propose un regard inédit : ici, ce ne sont pas tant les carreaux de faïence qui sont systématiquement répertoriés que les bâtisses ottomanes d’Alger (et d’Oran ainsi que de Constantine) : un bref historique accompagne la description de chaque lieu (Bastion 23, Dar Mustapha Bacha, Dar Aziza, La citadelle, …). Mais surtout, l’auteur détaille avec une précision exceptionnelle les carreaux de faïence qui les ornent. On remarquera notamment les carreaux de faïence de la maison Ben Cheneb, proposant au lecteur des pièces uniques et splendides : scènes au bord de l’eau, animaux, végétaux – tout cela d’une délicatesse inouïe. On peut noter enfin que Zohra Aïssaoui livre au lecteur le fruit d’une recherche inédite concernant les labels et timbres retrouvés au dos de certains carreaux de faïence : « Ces inscriptions, dit-elle, faites au dos de la céramique, représentent soit une image – comme l’aigle ou le croissant –, soit une signature. Il serait intéressant de chercher l’origine de ces symboles ». Piste à explorer, donc. Rendons justice au travail de Zohra Aissaoui, qui dans sa quête rigoureuse et persévérante, réhabilite des pans entiers de l’histoire de notre patrimoine."
"159","Juin 2012","Rachid Boudjedra","Cinq fragments du désert "," Littérature - Roman - 11.5 x 19 - 96p..«<U+2008>La nuit, il n’y a pas de désert. Tout est très noir. L’espace vite happé. Vite restitué. Le sable infiltré partout. Les plis des vêtements. Les narines. La gorge. La poitrine.<U+2008>» R. B.Cet ouvrage est une ode au désert, immensité à la beauté insolite, lyrique et métaphysique, qui toujours a nourri l’imaginaire humain.La traduction du français vers l’arabe est l’œuvre de Hakim Miloud, traducteur du recueil de poésie de Mohammed Dib, L’Aube Ismaël (Barzakh, 2001)."
"160","Novembre 2007","Gisèle Halimi","La Kahina"," Essai - 13 x 23 - 260p..Au terme d’intenses recherches, Gisèle Halimi redonne vie à cette reine de l’Aurès qui, au IIe siècle, résista aux troupes du général arabe Hassan. Entre son amour pour Khaled, le neveu de son ennemi, et son implacable désir de victoire, elle incarne le destin d’une femme  exceptionnelle qui, jusqu’à la mort, commanda aux hommes, des montagnes de l’Aurès aux plaines de l’oued Nini..Gisèle Halimi retrace cette tragédie romanesque avec passion et talent. Elle, dont la poétesse et philosophe égyptienne Doria Chafik écrit : « Héroïne d’un combat donné pour perdu il y a moins d’un demi-siècle, Gisèle Halimi tient de la Kahina berbère. »"
"161","Octobre 2007","Malek Alloula","Villes et autres lieux"," Poésie - 13 x 20 - 128p..« Il est un terme où j’arrive toujoursÀ la tombée de la nuitUn aveuglement ancestralDont je retrouvais le sens circulaireD’où partaient ces voixPour parler si calmement de la mortComme d’une lampe éteinte avant la débâcle »"
"162","Octobre 2007","Mohammed Arkoun","Humanisme et Islam"," Essai - 16 x 23 - 352p..L’oubli, la mise à l’écart, le rejet sont des chapitres importants de toute histoire de la pensée en contextes islamiques contemporains. Il y a oubli, effacement volontaire de grands pans de la pensée classique, comme la grande page humaniste indissociable de la philosophie.(...) Le livre qu’on va lire est une contribution à ce que j’appelle la sociologie de l’échec et de la réussite dans l’histoire de la pensée en contextes islamiques. »"
"163","Octobre 2007","Mohamed Balhi ","La Mort de l’Entomologiste"," Littérature - Roman - 11 x 20 - 240p..Le cadavre d’un entomologiste est retrouvé dans une ferme de la Mitidja. Ainsi démarre ce roman policier. Chantage, enlèvement, trahison ; à mesure que progresse l’enquête, des personnages se croisent, se menacent, se séduisent, maintenant le suspens jusqu’au bout. En définitive, Mohamed Balhi nous propose ici une sombre radiographie de l’Algérie des années 90 : ce sont les prémisses du chaos qui s’annoncent."
"164","Octobre 2007","Malek Alloula","Rêveurs/Sépultures suivi de Mesures du vent"," Poésie - 13 x 20 - 176p..« D’un rire qui se suspendEn ces sentiers où vous halentD’équivoques compagnesVoici que s’inverse la fêteSur vos profils à contre-jourNaissant et mourant ici à vos corps de femmes »"
"165","Mai 2007","Chawki Amari","Le Faiseur de trous"," Littérature - Roman - 11 x 19 - 144p..Aïssa et Moussa, les cantonniers hilares et sympathiques ; Trabelsi le camionneur ; Yassina et son café surgi de nulle part ; Rimitti, la belle dans son voile jaune ; ammi Fota, le vieux retraité d’Alger ; Akli, le faiseur de trous, mystérieux et entêté…Autant de personnages attachants et insolites inventés.– le sont-ils vraiment ? – par l’auteur dans ce court roman. Leur point commun : le désert ; tous l’arpentent. Là-bas, le temps et l’espace sont autres. Interrogeant les énigmes du désert, Chawki Amari mène le lecteur dans une narration à la poésie nonchalante, magique."
"166","Avril 2007","René Gallissot","Algérie :  engagements sociaux et question nationale de la colonisation à l’indépendance 1830 - 1962"," Essai - 16 x 24 - 608p..Appartenant à la série Maghreb du Dictionnaire biographique du mouvement ouvrier, cet ouvrage présente les figures politiques, syndicales, intellectuelles qui ont marqué l’Algérie au milieu du XIXe siècle jusqu’à 1962 : de grands témoins politiques, des dockers, des traminots, des enseignants, de rares femmes…Fruit de vingt ans de recherches, ce dictionnaire biographique ouvre un champs d’études original car l’Algérie, comme tout le Maghreb, est le lieu d’interférence de trois types de militants : les Européens d’Afrique du Nord en majorité français qui introduisent le syndicalisme et le socialisme sans toujours remettre en question le régime colonial ; les nationaux qui deviennent majoritaires et s’engagent progressivement dans la lutte pour l’indépendance ; les émigrés qui travaillant en métropole, sont au croisement de ces deux inspirations.L’ouverture d’archives sur la guerre d’indépendance depuis les années 1980 et la production de travaux récents consacrés au FLN, aux militants nationalistes et aux Algériens de France font ce délivre une référence incontournable pour penser l’histoire contemporaine de l’Algérie."
"167","Avril 2007","René Gallissot","Algérie colonisée, Algérie Algérienne (1870-1962)"," Essai - 15 x 24 - 272p..Les Français redécouvrent le sort qui fut réservé aux indigènes de leur ancien empire colonial. L’indignation rétrospective ne suffit pas à comprendre les raisons pour lesquelles des hommes te des femmes ont pu être ravalés, pendant des décennies, au rang de sous-citoyens par une République qui se proclamait patrie des droits de l’homme.Dans ne fresque consacrée à l’histoire sociale de l’Algérie de 1970 à 1962 René Gallissot raconte comment le socialisme républicain, puis l’antisémitisme, s’avère incapable de reconnaître la citoyenneté des autochtones colonisés. Cantonnés dans un statut musulman, ces derniers sont mobilisés en masse sur les champs de bataille de la Première Guerre mondiale. Dès la fin du conflit, en métropole et en Algérie, des indigènes trouvent dans le syndicalisme et dans le communisme des lieux d’apprentissage du militantisme. Revendications sociales et aspiration à l’indépendance se croisent, convergent un moment avant de diverger.Dès lors, après 1945,  l’affrontement armé pour une Algérie indépendante devient inévitable, un combat qui aboutir à l’autodétermination de l’Algérie en 1962."
"168","Avril 2007","Habib Ayyoub","Le Désert, et après"," Littérature - Roman - 11 x 19 - 136p..« Il avait bien la tête de l’emploi, Boualem, avec son air un peu avachi déjà, malgré ses trente-trois ans à peine, lui qui ne voulait plus sortir de l’ornière rassurante des habitudes : de la maison au boulot et du boulot à la maison. (...) De maintien et de tenue, on l’avait toujours connu puritain, austère, et même, quelque part, gris poussière.»"
"169","Mars 2007","Amin Zaoui","Festin de mensonges"," Littérature - Roman - 11 x 20 - 216p.. .Un adolescent qui grandit dans un village du fin fond de l’Algérie : c’est ce que raconte ce roman d’initiation trouble, déroutant et audacieux, bâti en spirale et écrit dans un style incantatoire. Le narrateur connait le Coran par cœur tout en lisant Les fleurs du mal et Madame Bovary en cachette ; il découvre l’amour des femmes avec une ferveur réservée à Dieu ; il affronte aussi la vérité du monde : le 19 juin 1965,  les luttes fratricides, les bouleversements du Proche-Orient. L’écriture est ici plus qu’un exutoire, elle se joue des apparences et du mensonge. Elle entraîne – jusqu’au vertige – le lecteur dans un univers de jouissances et de confusion. C’est un hymne à l’amour, à la passion, à la liberté et à la littérature."
"170","Février 2007","Maissa Bey","Entendez-vous dans les montagnes…"," Littérature - Roman - 11 x 19 - 156p..Un train aujourd’hui, quelque part en France. Un vieil homme, français, une femme – la narratrice –, Algérienne, et Marie, une jolie jeune fille. La narratrice est plongée dans un livre, dont la lecture va permettre le déclic : elle retrouve là le souvenir de son père tombé sous la torture en 57. Le récit de Maïssa Bey – il lui aura fallu deux ans pour traduire en mots cette part muette de sa vie – est splendide dans sa sobriété, la force de son évocation et l’absence inouïe de haine. Une leçon magistrale, qui la confirme dans son rôle d’écrivain et met en avant son souci constant d’humanité.Cet ouvrage propose une édition bilingue inédite d’un texte déjà paru en 2002 (l’Aube/barzakh). En français comme en arabe, il fait l’objet d’une adaptation au Théâtre en 2007."
"171","Février 2007","Salim Bachi","Les Douze contes de minuit"," Littérature - Roman - 11 x 20 - 240p..« Jumelles aux poings, le Cousin flinguait quarante cigarettes par jour en épiant ses voisins : les fenêtres de Cyrtha le captivaient. Le Cousin ne se nourrissait pas, ou peu : il fumait deux paquets de cigarettes par jour, buvait trois litres de café, et reluquait ses voisines sur le point de se coucher. L’été – saison favorite du Cousin –, elles s’endormaient nues, persiennes béantes sur la nuit et les étoiles. Le Cousin éteignait alors l’unique ampoule fixée au plafond de sa chambre, dépliait son échelle et se hissait sur son faîte. Il allumait une cigarette puis scrutait les ténèbres. Cyrtha contenait la baie entre deux bras de lumière, puis se repliait sur les collines, corps suspendu dans l’espace. L’appartement du Cousin tournait le dos à la montagne, et n’affrontait jamais la mer. Le Cousin ne se perdait pas dans la contemplation des masses liquides, ni ne laissait les ressacs l’envoûter. Le ciel, par contre, se déployait en éventail au-dessus de sa tête, et fourmillait d’innombrables lucioles, des étoiles peut-être, il ne savait trop. Ce ciel semblait si étendu, si vaste qu’il provoquait chez le Cousin un sentiment singulier. À force de le contempler du haut de son perchoir, il en perdait la mesure. Sa tête pendait dans le vide ; ses jambes, accrochées aux nues, pataugeaient dans le néant. Cela le rendait malade, littéralement. »S.B.Douze nouvelles en forme de contes grinçants, allégoriques et rarement tendres qui tentent de dire ce qu’a été l’Algérie des années noires."
"172","Décembre 2006","Gabriel Camps","Les Berbères"," Essai - 11 x 17 - 352p..Publié une première fois aux éditions des Hespérides en 1980,  cet ouvrage de Gabriel Camps proposait pour la première fois une étude complète de l’histoire et de l’identité berbères, prenant en compte toutes les disciplines - archéologie, géographie, ethnologie, linguistique, arts... - avec une exigence scientifique et une qualité de synthèse qui en font aujourd’hui encore une référence aussi incontestée qu’inégalée. La présente édition est illustrée de cartes et propose une préface de Salem Chaker, professeur d’université à l’Inalco, spécialiste des études berbères."
"173","Décembre 2006",NA,"10 ballades à Alger"," Beau Livre - 15 x 23 - 312p..« Compte tenu de la richesse historique exceptionnelle de cette grande capitale, de ses multiples bouleversements urbains, et du drame collectif récemment traversé par le pays, un ouvrage actualisé faisait défaut. N’était-il pas nécessaire d’offrir à Alger un symbole de son renouveau ? Nécessaire aussi de réviser le décalage entre l’image d’Alger perçue à l’étranger, faite encore d’appréhension et de peur, et la réalité d’une ville apaisée à l’activité foisonnante ?Icosium, Al-Djazaïr, El Bahdja, Alger la Blanche, métropole méditerranéenne aux trois millions d’habitants… (...) Ecrire un guide sur Alger en 2006 n’équivaut pas à un guide supplémentaire sur Paris ou Venise. En effet, un ouvrage culturel sur Alger est davantage, à sa façon, un partenaire de la réouverture du pays, porteur à la fois de mémoire et d’espoir. Il s’agit d’honorer Alger et son patrimoine exceptionnel, de valoriser son formidable potentiel touristique, d’inviter à la redécouverte de cette ville. Tout simplement.»"
"174","Décembre 2006",NA,"Les 1001 nuits autrement dit…"," Beau Livre - 16 x 19 - 96p..Deux artistes, deux visions, deux univers oniriques, cruels, émouvants, terriblement subversifs…cet ouvrage propose donc les œuvres des artistes. Mais autour et à partir d’elles, se sont greffés des extraits de l’œuvre originale des 1001 nuits, des textes littéraires ou d’analyse déjà existants, et enfin, des écrits inédits rédigés pour la circonstance par des auteurs Algériens contemporains.Combinaison d’images et de textes, imbrication d’univers et de fantasmes semblables et différents : ce catalogue-livre, objet délibérément hybride, revisite avec humour et rigueur, érotisme et poésie, ces fameuses « nuits » ; chacun s’en est emparé, libre et tout puissant…"
"175","Décembre 2006","Gilbert Meynier","L’Algérie des origines"," Essai - 14 x 23 - 238p..Les Algériens d’aujourd’hui, dans leur culture et leur organisation sociale, sont les héritiers d’une riche histoire millénaire, qui ne se réduit pas aux siècles écoulés depuis l’avènement de l’islam et aux cent trente-deux ans de la domination coloniale française. C’est à la découverte de cet héritage antéislamique de l’Algérie, trop méconnu, qu’invite Gilbert Meynier dans ce livre accessible à tous, synthétisant les acquis des recherches les plus récentes. Après l’évocation des découvertes archéologiques qui montrent que le territoire de l’actuelle Algérie fut l’un des premiers berceaux de l’humanité, il retrace l’histoire, à partir des IVe-IIIe siècles avant l’ère chrétienne, des États qui s’y constituèrent alors. Ils étaient en relations – commerciales, techniques et culturelles – avec le Proche-Orient et, plus largement, avec les pays qui bordent la Méditerranée : l’influence punique, puis l’influence romaine, seront déterminantes pour modeler l’organisation politique et économique, la culture et les orientations religieuses des ancêtres des Algériens. Analysant avec finesse l’étonnante permanence de certains de ces traits ancestraux, sans pour autant négliger l’impact des multiples ruptures historiques précédant l’arrivée des conquérants arabes et de l’islam,Gilbert Meynier offre ici les clés nécessaires pour comprendre les racines de l’Algérie d’aujourd’hui. Une lecture indispensable pour dépasser les simplifications et les stéréotypes fabriqués aussi bien par la colonisation que par l’histoire officielle de l’Algérie indépendante."
"176","Novembre 2006","Abderrahmane Moussaoui","De la violence en Algérie"," Essai - 13 x 23 - 448p..Ce livre est le résultat d’un travail de longue haleine pour tenter de comprendre les mécanismes qui ont présidé aux conduites de violence pendant les « années noires » en Algérie. (...) L’approche ici proposée est une tentative de lecture anthropologique d’un moment de l’histoire de l’Algérie, à travers l’échange de la violence et de la mort. entre des références à l’universel musulman (djihâd, umma, etc.) et des conditions historiques spécifiques à l’histoire nationale Algérienne (la guerre de libération ce livre donne quelques clefs pour comprendre l’incompréhensible. Un document rare sur une réalité complexe : un ouvrage de référence."
"177","Novembre 2006","Mustapha Cherif","L’Islam et l’Occident"," Essai - 13 x 21 - 174p..Ce livre est le récit d’une rencontre, au moment même où, entre l’occident et l’orient, nous sommes dans l’intolérance ou du moins l’absence de dialogue et la méconnaissance. À l’intellectuel Algérien Mustapha Chérif répond l’un des plus grand philosophe du XXe siècle, Jacques Derrida, lui aussi originaire d’Algérie.Plus qu’un hommage à l’auteur de L’écriture et la différence et de Voyous, cet ouvrage est une façon inédite de nous faire de nouveau entendre sa parole en liaison directe avec les tensions les plus aiguës de notre temps."
"178","Septembre 2006","Maissa Bey","Bleu Blanc vert "," Littérature - Roman - 11 x 20 - 288p..1962,  indépendance de l’Algérie. Dans l’euphorie de la liberté retrouvée, l’avenir est à portée de mains, plein de promesses et d’espoirs.1992. le FIS gagne les élections dans une Algérie plongée dans « l’ombre de la désillusion ». À travers le récit alterné de ses deux héros, Lilas et Ali, Maissa Bey remonte ici l’Histoire, avec ses découvertes et ses héritages. Livre après livre, elle (re)construit son pays, celui hérité de ses parents, celui qu’elle transmettra à ses enfants."
"179","Décembre 2005","Arab  Abdelhamid","Manuscrits & bibliothèques musulmanes en Algérie"," Essai - 15 x 23 - 352p..Cet ouvrage est une contribution à l’histoire culturelle de l’Algérie. Il traite des manuscrits Algériens à travers l’histoire (origines, développement des collections, lieux de conservation, formes de destruction, devenir, etc. de la formation et de l’évolution des bibliothèques musulmanes où étaient conservées ces collections de manuscrits, des origines à la veille de l’indépendance de l’Algérie."
